Weights,PortfolioStandardDeviation,PortfolioReturn,PortfolioSharpeRatio,WeightsStringRepresent
"[0.0, 0.0, 0.35, 0.45, 0.2]",0.04495590336302483,0.5586330454488507,11.9813640735749,"Weights: 0.0, 0.0, 0.35, 0.45, 0.2"
"[0.0, 0.0, 0.35, 0.5, 0.15000000000000002]",0.045272689052263705,0.556417000249514,11.848578281494687,"Weights: 0.0, 0.0, 0.35, 0.5, 0.15000000000000002"
"[0.0, 0.0, 0.35, 0.55, 0.09999999999999998]",0.045658116035840426,0.5542009550501773,11.700021845641714,"Weights: 0.0, 0.0, 0.35, 0.55, 0.09999999999999998"
"[0.0, 0.0, 0.35, 0.6, 0.050000000000000044]",0.04611046307448625,0.5519849098508405,11.537184282696941,"Weights: 0.0, 0.0, 0.35, 0.6, 0.050000000000000044"
"[0.0, 0.0, 0.35, 0.65, 0.0]",0.04662778258749637,0.5497688646515037,11.361656833185235,"Weights: 0.0, 0.0, 0.35, 0.65, 0.0"
"[0.0, 0.0, 0.4, 0.0, 0.6]",0.04479827236245267,0.6036471613948229,13.028340840304418,"Weights: 0.0, 0.0, 0.4, 0.0, 0.6"
"[0.0, 0.0, 0.4, 0.05, 0.5499999999999999]",0.04449867016744215,0.6014311161954861,13.066258250137446,"Weights: 0.0, 0.0, 0.4, 0.05, 0.5499999999999999"
"[0.0, 0.0, 0.4, 0.1, 0.5]",0.044270104424578675,0.5992150709961493,13.083661728942529,"Weights: 0.0, 0.0, 0.4, 0.1, 0.5"
"[0.0, 0.0, 0.4, 0.15, 0.44999999999999996]",0.04411367932894937,0.5969990257968125,13.07982092117535,"Weights: 0.0, 0.0, 0.4, 0.15, 0.44999999999999996"
"[0.0, 0.0, 0.4, 0.2, 0.39999999999999997]",0.044030163765237454,0.5947829805974758,13.054300312443456,"Weights: 0.0, 0.0, 0.4, 0.2, 0.39999999999999997"
"[0.0, 0.0, 0.4, 0.25, 0.35]",0.04401997271162107,0.592566935398139,13.006980698263447,"Weights: 0.0, 0.0, 0.4, 0.25, 0.35"
"[0.0, 0.0, 0.4, 0.3, 0.3]",0.04408315702115807,0.5903508901988022,12.938068158890198,"Weights: 0.0, 0.0, 0.4, 0.3, 0.3"
"[0.0, 0.0, 0.4, 0.35, 0.25]",0.04421940216075147,0.5881348449994654,12.848089689998885,"Weights: 0.0, 0.0, 0.4, 0.35, 0.25"
"[0.0, 0.0, 0.4, 0.4, 0.19999999999999996]",0.04442803597998055,0.5859187998001286,12.737875697569297,"Weights: 0.0, 0.0, 0.4, 0.4, 0.19999999999999996"
"[0.0, 0.0, 0.4, 0.45, 0.14999999999999997]",0.04470804506690715,0.5837027546007918,12.608530606900636,"Weights: 0.0, 0.0, 0.4, 0.45, 0.14999999999999997"
